Symbol,ProductDiver,Internationalisation (Percenatage of Oversea Sales),Year,BigDataCapability,SybolYear,FrontierIDYear,Operational Efficiency_2015,Operational Efficiency_2016,Grant Invention Patent,Customer Concentration,Supplier Concentration,Environmental Munificence,Environmental Instability,Complexity,Firm Income(Sales),LnFirm Income,Return on Assests(A),Return on Assets(B),R&D Expenditure,LnR&Dexpenditure,R&D Intensity,OperationalCost,LnOperational Cost,FirmSize,LnFirmSize,FirmAge,CapitalExpenditure,OperationalIncome,GIndstruyCode,SIndustryode,EstablishYear
2156,0.032007398,0.7149,2015,1,21562015,2452015,0.92088801,0.92746596,23,46.88,21,1.38,0.001673351,-0.93,"¾1,815,659,929.06",21.31971484,0.022624,0.02815,266489511,8.42568012,0.11477202,"$2,321,903,113.00",21.56565299,5682,3.754501229,13,1251133801,1815659929,5,39,2002
2270,0.907345681,0.1114,2015,1,22702015,3172015,0.4223789,#N/A,4,39.7,42.24,2.28,0.687202051,#N/A,"¾214,097,445.09",19.18194182,0.099948,0.143864,25945596.38,7.414063658,0.043033249,"$602,919,766.20",20.21729469,1304,3.115277591,13,5874859.68,214097445.1,5,38,2002
300001,1.652885389,#N/A,2015,4,3000012015,6452015,0.87528806,0.88781544,3,25.55,16.45,2.28,0.687202051,#N/A,"¾2,277,053,198.06",21.54614799,0.021313,0.028932,100201114.2,8.000872551,0.033378325,"$3,001,981,472.00",21.8225384,4055,3.607990859,11,258932856.2,2277053198,5,38,2004
300136,0,0.3889,2015,1,3001362015,7412015,0.83427397,#N/A,1,78,22.46,1.38,0.001673351,#N/A,"¾910,005,123.72",20.62896079,0.113695,0.1479,61143443.06,7.786349891,0.047034477,"$1,299,970,710.00",20.98560757,1456,3.163161375,9,141054411.7,910005123.7,5,39,2006
300137,0.687698925,0.0228,2015,1,3001372015,7422015,0.61531725,#N/A,4,8.82,27.94,3.54,0.586050438,#N/A,"¾318,488,645.70",19.57909738,0.056367,0.065022,31752967.28,7.501784316,0.050550684,"$628,141,200.80",20.25827554,721,2.857935265,6,46621061.78,318488645.7,5,40,2009
2338,1.173808144,#N/A,2015,1,23382015,3632015,0.75703854,#N/A,2,50.11,21.69,3.54,0.586050438,#N/A,"¾206,015,750.13",19.14346318,0.050572,0.051182,36196878.27,7.558671117,0.105001868,"$344,726,040.70",19.65826057,1399,3.145817714,14,28542212.05,206015750.1,5,40,2001
2339,1.324786111,0.0005,2015,3,23392015,3642015,0.73501186,0.76411419,8,21.51,15.35,2.28,0.687202051,-0.7,"¾801,999,049.94",20.50261798,0.069528,0.075162,53890606.74,7.731513073,0.041912593,"$1,285,785,547.00",20.97463569,2122,3.32674538,15,37401324.41,801999049.9,5,38,2000
300076,0.135677459,#N/A,2015,2,3000762015,6942015,0.77060055,0.892328,3,21.98,40.59,1.38,0.001673351,-0.93,"¾126,505,478.18",18.65579617,0.004374,0.004259,11869507.11,7.074432685,0.058321269,"$203,519,355.70",19.13127167,318,2.50242712,23,5780222.49,126505478.2,5,39,1992
921,0.866766995,0.3457,2015,1,9212015,1162015,0.8403442,0.80962421,3,29.55,15.63,2.28,0.687202051,-0.7,"¾18,440,738,979.66",23.63782813,0.03808,0.039498,507821663.1,8.705711223,0.021635577,"$23,471,602,858.00",23.87905714,32935,4.517657668,23,449658955,18440738980,5,38,1992
300105,1.426820396,#N/A,2015,1,3001052015,7182015,0.90644249,0.95818317,10,42.98,16.81,2.28,0.687202051,#N/A,"¾664,238,601.26",20.31415198,-0.018245,-0.017061,89646921.69,7.952535381,0.107007277,"$837,764,720.40",20.54624786,817,2.912222057,17,18213744.95,664238601.3,5,38,1998
300032,0.814005487,0.4115,2015,1,3000322015,6662015,0.87794555,0.95082893,5,43.46,26.71,2.28,0.687202051,#N/A,"¾2,288,889,007.31",21.55133239,0.073668,0.080962,100217284.7,8.000942632,0.033035305,"$3,033,641,869.00",21.83302967,10162,4.006979191,7,163301969.4,2288889007,5,38,2008
300115,1.101138408,0.0771,2015,3,3001152015,7272015,0.85877816,0.84580587,5,67.37,19.18,1.38,0.001673351,-0.93,"¾2,791,251,364.31",21.74975585,0.08934,0.101019,261805422.8,8.417978638,0.067322924,"$3,888,800,544.00",22.0813666,16654,4.22151856,14,910154072.5,2791251364,5,39,2001
300040,1.177827101,#N/A,2015,3,3000402015,6722015,0.92304349,0.87734195,1,63.44,61.28,2.28,0.687202051,#N/A,"¾606,505,884.71",20.22322499,0.008594,0.010763,28988186.74,7.46222105,0.038204323,"$758,767,188.50",20.44720555,929,2.968015714,15,49657605.69,606505884.7,5,38,2000
300112,0.66557075,0.0132,2015,3,3001122015,7242015,0.63746516,0.58535354,3,15.2,31.3,3.54,0.586050438,#N/A,"¾199,293,954.60",19.11029145,0.01695,0.020431,39138907.11,7.592608695,0.100313661,"$390,165,274.50",19.78208099,830,2.919078092,6,33623978.66,199293954.6,5,40,2009
300114,1.629623258,0.2015,2015,2,3001142015,7262015,0.80618526,0.79361202,2,19.86,5.84,1.38,0.001673351,-0.93,"¾676,167,509.19",20.3319514,0.063564,0.066403,65075552.31,7.813417863,0.063546282,"$1,024,065,451.00",20.74704628,2779,3.443888547,13,100587073.4,676167509.2,5,39,2002
300042,1.294123156,0.6121,2015,2,3000422015,6742015,0.92851635,0.92375586,11,44.73,65.36,1.38,0.001673351,-0.93,"¾343,458,597.62",19.65457713,0.027519,0.027856,12442330.06,7.094901718,0.030787186,"$404,139,890.10",19.81727164,259,2.413299764,16,1122846.58,343458597.6,5,39,1999
300185,1.740450996,0.2183,2015,1,3001852015,7792015,0.89056964,0.86140481,4,27.38,32.67,1.85,0.018339586,#N/A,"¾1,802,446,649.61",21.31241083,0.015516,0.016566,64439038.39,7.809149051,0.027504619,"$2,342,844,230.00",21.57463151,3089,3.489817908,13,231339773.9,1802446650,5,34,2002
300154,0.524791323,0.3556,2015,2,3001542015,7562015,0.84743414,0.84323144,2,12.94,27.85,1.85,0.018339586,#N/A,"¾398,856,397.37",19.804112,0.047124,0.046367,28319633.84,7.452087634,0.051242456,"$552,659,572.10",20.13025277,925,2.966141733,12,3996886.49,398856397.4,5,34,2003
300155,1.325528782,0.0112,2015,2,3001552015,7572015,0.72957498,0.73557053,1,15.87,22.19,1.38,0.001673351,-0.93,"¾474,672,730.97",19.97813614,0.025129,0.025422,99874358.19,7.999454001,0.127374142,"$784,102,304.30",20.48005006,1835,3.263636069,11,25242338.46,474672731,5,39,2004
300203,1.396743348,0.02,2015,3,3002032015,7932015,0.61827032,0.61080909,27,9.48,6.03,3.54,0.586050438,#N/A,"¾953,469,339.99",20.67561783,0.065532,0.0768,170151317.5,8.230835316,0.092813925,"$1,833,252,036.00",21.3293573,2537,3.404320467,13,197194414.4,953469340,5,40,2002
300205,0.679329419,0.0241,2015,3,3002052015,7952015,0.81779561,0.83093283,8,15.1,54.5,1.38,0.001673351,-0.93,"¾1,030,380,377.72",20.75319387,0.00363,0.003296,138978137.8,8.142946488,0.093695485,"$1,483,296,003.00",21.11753248,2849,3.454692449,16,48664690.36,1030380378,5,39,1999
300223,0.875292139,#N/A,2015,1,3002232015,8122015,0.60109883,0.69822429,5,68.86,75.88,1.38,0.001673351,-0.93,"¾31,469,646.63",17.26453404,0.028904,0.029602,51001797.22,7.70758548,0.72750632,"$70,104,954.20",18.06550402,293,2.46686762,10,9790889.24,31469646.63,5,39,2005
300256,1.714074706,0.2202,2015,4,3002562015,8302015,0.94671808,0.93317186,3,36.7,18.94,1.38,0.001673351,-0.93,"¾3,419,755,399.26",21.95283486,0.007898,0.010683,139473287.5,8.144491038,0.035898427,"$3,885,220,051.00",22.08044546,9623,3.983310486,12,323371883.9,3419755399,5,39,2003
300270,1.05966306,#N/A,2015,1,3002702015,8412015,0.56148192,0.71633771,1,54.69,53.08,1.38,0.001673351,-0.93,"¾110,967,744.14",18.52475012,0.052889,0.056937,36478489.74,7.56203685,0.14449627,"$252,452,813.10",19.34673491,482,2.683047038,15,45674958.19,110967744.1,5,39,2000
300445,0.463534956,0.2946,2015,1,3004452015,9662015,0.37068955,0.37766071,1,26.65,21.82,3.54,0.586050438,#N/A,"¾47,575,946.70",17.67783787,0.106376,0.131898,16843364.87,7.226428857,0.103636399,"$162,523,640.70",18.90633403,247,2.392696953,11,10468981.47,47575946.7,5,40,2004
300232,0,0.6893,2015,3,3002322015,8172015,0.81827136,0.82861803,5,14.27,28.04,1.38,0.001673351,-0.93,"¾898,083,054.46",20.61577311,0.084694,0.09488,52027900.26,7.716236299,0.039826241,"$1,306,372,364.00",20.99051995,1775,3.249198357,6,98340709.94,898083054.5,5,39,2009
300477,1.561449182,#N/A,2015,1,3004772015,9882015,0.87587662,0.86247321,3,41.71,30.05,2.28,0.687202051,#N/A,"¾817,924,559.51",20.52228066,0.05575,0.06818,69015264.47,7.838945157,0.061761445,"$1,117,448,993.00",20.83431424,1193,3.076640444,18,205869915.6,817924559.5,5,38,1997
300353,1.19770357,0.1403,2015,1,3003532015,9062015,0.65818345,0.60248526,10,28.36,30.06,1.38,0.001673351,#N/A,"¾210,068,011.39",19.1629419,0.049173,0.071071,46206200.18,7.664700255,0.114782842,"$402,553,196.90",19.81333781,1006,3.002597981,9,56601641.92,210068011.4,5,39,2006
300161,1.475349823,#N/A,2015,4,3001612015,7622015,0.8479759,0.81502595,6,19.91,28.12,1.85,0.018339586,#N/A,"¾376,770,030.86",19.74714556,-0.030108,-0.031571,150109103.6,8.176407032,0.272560612,"$550,736,596.40",20.12676721,1175,3.070037867,15,73348092.96,376770030.9,5,34,2000
300162,1.156217803,#N/A,2015,1,3001622015,7632015,0.7953257,0.77674585,4,37.28,22.32,1.38,0.001673351,-0.93,"¾247,521,182.71",19.32700672,0.01461,0.016797,25901345.14,7.413322319,0.068019903,"$380,790,683.10",19.75776039,1007,3.003029471,11,8071963.04,247521182.7,5,39,2004
300211,1.362656057,0.03,2015,3,3002112015,8012015,0.92128669,0.92763407,5,29.21,32.48,1.38,0.001673351,-0.93,"¾170,793,547.75",18.95596606,0.01972,0.01996,13462425.97,7.129123328,0.059300412,"$227,020,784.60",19.24055213,390,2.591064607,14,37738607.12,170793547.8,5,39,2001
300444,1.037109632,0.0096,2015,2,3004442015,9652015,0.73838472,0.81699923,8,18.61,25.64,2.28,0.687202051,#N/A,"¾408,860,865.54",19.82888547,0.074406,0.094128,32782923.62,7.515647682,0.049591201,"$661,063,317.10",20.30936018,639,2.805500858,13,24942026.57,408860865.5,5,38,2002
300193,0.349137774,0.4375,2015,2,3001932015,7852015,0.77768912,0.72534644,3,23.75,30.97,1.85,0.018339586,#N/A,"¾412,489,427.16",19.83772113,0.0327,0.03396,38935976.38,7.59035107,0.062310438,"$624,870,846.10",20.25305554,1049,3.020775488,10,5173205.72,412489427.2,5,34,2005
300165,0.556787904,0.0902,2015,1,3001652015,7662015,0.5546551,0.61689513,5,11.57,23.99,3.54,0.586050438,#N/A,"¾142,969,933.63",18.77814491,0.025592,0.026751,39753823.55,7.599378906,0.123661104,"$321,473,949.80",19.58842707,852,2.930439595,9,14746183.4,142969933.6,5,40,2006
300207,0.912832602,0.3923,2015,3,3002072015,7972015,0.92765011,0.92523946,6,59.34,40.91,2.28,0.687202051,#N/A,"¾5,479,127,896.36",22.42421178,0.058114,0.063078,228094129.5,8.358114108,0.035245628,"$6,471,558,018.00",22.59068272,12442,4.094890197,7,596013185.8,5479127896,5,38,2008
300263,1.612480573,0.0312,2015,3,3002632015,8352015,0.8726148,0.88630896,3,17,15.63,1.85,0.018339586,#N/A,"¾1,025,576,111.09",20.74852035,0.049793,0.05725,35934850.85,7.555515847,0.026214524,"$1,370,799,295.00",21.03865983,1018,3.007747778,20,108407121.3,1025576111,5,34,1995
300159,0.795839826,#N/A,2015,2,3001592015,7602015,0.7660151,0.80443314,2,26.38,16.15,7.68,0.901011801,#N/A,"¾875,800,840.99",20.59064927,0.039914,0.068267,61275755.04,7.787288671,0.043735942,"$1,401,038,861.00",21.06047984,1996,3.300160537,6,561368728.3,875800841,5,37,2009
300227,0.909116202,0.0558,2015,2,3002272015,8142015,0.79416622,0.75861087,4,14.02,23.78,1.38,0.001673351,-0.93,"¾136,958,445.94",18.73518812,0.040279,0.040862,10517758.44,7.021923192,0.046584943,"$225,775,923.40",19.23505358,719,2.85672889,10,86610775,136958445.9,5,39,2005
601369,0,#N/A,2015,4,6013692015,13132015,0.83574753,0.86139792,7,21.05,22.38,2.28,0.687202051,#N/A,"¾3,148,390,678.40",21.87015726,0.023247,0.023325,261586641.1,8.417615561,0.061965497,"$4,221,488,659.00",22.16345367,2774,3.443106457,16,161807580.9,3148390678,5,38,1999
300202,1.238945923,0.0325,2015,1,3002022015,7922015,0.57773988,0.50581894,8,46.95,19.94,1.85,0.018339586,#N/A,"¾413,526,315.41",19.84023171,0.142176,0.14472,64741187.85,7.811180663,0.073003553,"$886,822,428.90",20.60315533,2552,3.40688067,11,132966667.3,413526315.4,5,34,2004
300217,1.550375303,0.0529,2015,2,3002172015,8062015,0.89472488,0.89930657,1,77.54,27.68,2.28,0.687202051,#N/A,"¾708,556,854.54",20.37874086,0.034412,0.039989,34816553.06,7.541785772,0.036953672,"$942,167,620.00",20.66369376,1770,3.247973266,15,79103591.29,708556854.5,5,38,2000
300213,1.115292162,1,2015,3,3002132015,8032015,0.82255209,0.77553504,12,29.01,30.75,1.38,0.001673351,-0.93,"¾718,088,396.92",20.39210323,0.055427,0.060652,63542280.88,7.8030628,0.062755804,"$1,012,532,331.00",20.73572029,636,2.803457116,20,26418656.73,718088396.9,5,39,1995
300219,1.036786829,#N/A,2015,1,3002192015,8082015,0.87651057,0.894234,5,6.81,43.38,1.38,0.001673351,-0.93,"¾1,178,267,170.65",20.8873107,0.080375,0.091231,71039264.19,7.851498454,0.044613733,"$1,592,318,301.00",21.18845684,2262,3.354492601,11,215390306.7,1178267171,5,39,2004
300220,1.545374623,0.4194,2015,2,3002202015,8092015,0.81564141,0.79682568,2,9.46,24.99,1.38,0.001673351,-0.93,"¾119,299,964.65",18.59715159,-0.032971,-0.034766,10743815.59,7.031158545,0.058740027,"$182,904,504.80",19.02447474,275,2.439332694,10,8176821.96,119299964.7,5,39,2005
300252,1.1761523,0.1913,2015,3,3002522015,8292015,0.83933212,0.84358319,1,40.41,16.36,2.28,0.687202051,#N/A,"¾1,096,072,063.76",20.81499877,0.063347,0.071405,54420415.18,7.735761851,0.035516917,"$1,532,239,255.00",21.14999607,2327,3.366796383,13,63420905.33,1096072064,5,38,2002
600268,0,#N/A,2015,2,6002682015,10722015,0.82336834,0.83773356,17,46.97,14.42,2.28,0.687202051,#N/A,"¾4,149,257,534.28",22.14619525,0.013946,0.014357,264670818.5,8.42270606,0.047386217,"$5,585,396,620.00",22.44342128,4741,3.675869955,16,125203993.3,4149257534,5,38,1999
600312,0,#N/A,2015,2,6003122015,10902015,0.79188688,0.79719937,29,89.89,17.39,2.28,0.687202051,#N/A,"¾4,096,462,153.22",22.13338955,0.071587,0.078267,220209106.9,8.342835276,0.037767854,"$5,830,596,168.00",22.48638509,5634,3.750816843,16,298780560.8,4096462153,5,38,1999
600171,0.717330556,0.2683,2015,2,6001712015,10442015,0.86947215,0.86172964,31,25.88,46.22,1.38,0.001673351,-0.93,"¾366,622,592.91",19.71984352,0.025939,0.027341,49898387.53,7.698086512,0.101997854,"$489,210,169.50",20.00830275,282,2.450249108,17,6565721.39,366622592.9,5,39,1998
600288,0,#N/A,2015,2,6002882015,10802015,0.87542532,#N/A,1,6.95,39.65,1.38,0.001673351,#N/A,"¾2,123,103,757.32",21.47614489,0.014794,0.014565,147783708.4,8.16962656,0.055101518,"$2,682,026,085.00",21.70983835,2494,3.396896449,17,24095197.08,2123103757,5,39,1998
333,0.882846091,0.357,2015,3,3332015,172015,0.74830203,0.72384656,93,8.06,6.27,2.28,0.687202051,#N/A,"¾102,662,818,000.00",25.35471584,0.105747,0.109376,5262600000,9.721200361,0.038013243,"$138,000,000,000.00",25.65371171,93299,4.969876989,15,3130932000,1.03E+11,5,38,2000
300296,0.50439649,0.2443,2015,1,3002962015,8602015,0.67916425,0.69380168,7,12.82,21.95,1.38,0.001673351,-0.93,"¾1,178,137,903.60",20.88720098,0.062865,0.091754,110608660.3,8.043789132,0.054685697,"$2,022,625,059.00",21.42766204,2825,3.451018452,20,81463238.58,1178137904,5,39,1995
300280,0.585055751,0.0137,2015,2,3002802015,8492015,0.92107567,0.89064902,5,13.99,29.85,1.85,0.018339586,#N/A,"¾190,717,355.90",19.06630308,0.007586,0.007693,9789872.67,6.990777043,0.039090717,"$250,439,831.90",19.33872926,530,2.72427587,13,17718384.22,190717355.9,5,34,2002
300309,0.753091115,0.4889,2015,1,3003092015,8732015,0.51104052,0.86198168,3,48.61,35.19,3.54,0.586050438,#N/A,"¾114,280,128.81",18.55416326,0.033904,0.043308,30288253.24,7.481274228,0.104487911,"$289,873,278.00",19.48495441,644,2.808885867,9,131844651.1,114280128.8,5,40,2006
300306,0.152115885,0.2116,2015,1,3003062015,8702015,0.46665597,0.4504917,5,22.09,22.69,3.54,0.586050438,#N/A,"¾66,258,050.68",18.00906754,0.048347,0.049257,23978553.04,7.379822973,0.130031017,"$184,406,409.50",19.03265263,470,2.672097858,12,37201053.42,66258050.68,5,40,2003
300338,1.055046741,0.0566,2015,3,3003382015,8962015,0.68126669,0.72970033,6,21.48,18.51,3.54,0.586050438,#N/A,"¾149,855,836.86",18.8251843,0.00199,0.002047,26601836.48,7.42491162,0.094172889,"$282,478,713.30",19.45911375,932,2.969415912,15,46635218.52,149855836.9,5,40,2000
603333,0,#N/A,2015,3,6033332015,13812015,0.93857643,0.9437043,9,36.14,79.5,2.28,0.687202051,#N/A,"¾531,943,798.08",20.0920484,0.001879,0.0019,20300341.52,7.307503344,0.032283986,"$628,805,296.60",20.25933222,816,2.911690159,12,10783090.57,531943798.1,5,38,2003
2658,0.759316885,0.0093,2015,3,26582015,5862015,0.59579446,0.61713829,16,13.52,54.64,3.54,0.586050438,#N/A,"¾500,211,462.99",20.03054149,0.144895,0.152916,54885708.69,7.739459276,0.05475677,"$1,002,354,744.00",20.72561781,1175,3.070037867,14,60588896.69,500211463,5,40,2001
300319,0.818959804,0.2289,2015,4,3003192015,8792015,0.92684168,0.92717667,6,36.72,32.12,1.38,0.001673351,-0.93,"¾531,478,375.85",20.09117307,0.037212,0.060527,22643330.6,7.354940307,0.03335305,"$678,898,341.20",20.33598196,2730,3.436162647,14,55323917.68,531478375.9,5,39,2001
2677,0.28249467,#N/A,2015,1,26772015,5982015,0.57835328,0.54701421,3,5.35,23.32,2.28,0.687202051,#N/A,"¾244,253,908.27",19.31371885,0.128429,0.132853,20853169.75,7.319172079,0.040266623,"$517,877,289.00",20.06524888,739,2.868644438,14,39159415.17,244253908.3,5,38,2001
300303,0.030948724,0.0001,2015,3,3003032015,8672015,0.90701209,0.89480907,1,23.74,60.18,1.38,0.001673351,-0.93,"¾733,430,709.81",20.41324369,0.044935,0.054644,41080319.58,7.613633813,0.042814988,"$959,484,550.40",20.68190677,1513,3.179838928,10,140363138.2,733430709.8,5,39,2005
300323,0.295776434,0.0463,2015,4,3003232015,8832015,0.94798956,0.90537153,14,48,56.34,1.38,0.001673351,-0.93,"¾795,399,150.34",20.49435462,-0.022767,-0.02401,104974438.6,8.021083561,0.109875596,"$955,393,578.10",20.67763394,2280,3.357934847,10,275643083.1,795399150.3,5,39,2005
2635,0.745253351,0.6943,2015,2,26352015,5702015,0.79023999,0.7544273,7,51.39,41.27,1.38,0.001673351,-0.93,"¾1,247,350,662.04",20.94428767,0.097885,0.111466,69405686.23,7.841395053,0.036909466,"$1,880,430,516.00",21.35476659,3789,3.578524605,16,163868489.2,1247350662,5,39,1999
2660,0.203199666,0.3177,2015,2,26602015,5882015,0.92865923,0.91539488,3,24.43,22.73,1.38,0.001673351,-0.93,"¾726,361,504.95",20.40355839,0.016542,0.020364,44670890.56,7.650024611,0.048440241,"$922,185,556.50",20.64225702,3155,3.498999364,9,137197055.2,726361505,5,39,2006
2655,0,0.5447,2015,1,26552015,5842015,0.88958255,0.87137904,7,46.07,26.4,1.38,0.001673351,-0.93,"¾514,760,049.45",20.05921143,0.016618,0.017747,70021895.61,7.845233864,0.099285095,"$705,260,903.50",20.37407837,2257,3.353531559,14,70899020.76,514760049.5,5,39,2001
2636,0.093055473,0.0594,2015,4,26362015,5712015,0.94116664,0.86943487,5,4.84,52.1,1.38,0.001673351,-0.93,"¾2,241,389,540.41",21.53036184,0.020142,0.021701,75989923.23,7.880756006,0.029856988,"$2,545,130,288.00",21.65744768,2297,3.361160995,15,104645755.3,2241389540,5,39,2000
2685,1.323551979,0.0246,2015,3,26852015,6032015,0.93319943,0.93385173,3,34.51,51.72,1.85,0.018339586,#N/A,"¾1,406,852,936.33",21.06462109,0.01872,0.019557,20184139.67,7.305010243,0.013136795,"$1,536,458,479.00",21.15274592,225,2.352182518,11,5261886.69,1406852936,5,34,2004
300327,0.018665511,0.4651,2015,1,3003272015,8872015,0.68759783,0.64451816,10,47.93,80.14,1.38,0.001673351,-0.93,"¾237,250,712.35",19.284628,0.067254,0.072299,72695838.1,7.861509548,0.176715844,"$411,371,366.60",19.83500693,289,2.460897843,21,9262868.88,237250712.4,5,39,1994
2686,1.242245612,0.1886,2015,1,26862015,6042015,0.79894876,0.77832477,4,24.57,32.32,1.85,0.018339586,#N/A,"¾520,799,984.53",20.07087662,0.080098,0.087801,23247784.65,7.366381574,0.029066652,"$799,809,506.00",20.49988414,1772,3.248463718,20,82642802.96,520799984.5,5,34,1995
300322,1.532251562,0.1886,2015,3,3003222015,8822015,0.94659859,0.92465323,5,44.38,21.82,1.38,0.001673351,-0.93,"¾640,913,508.66",20.27840507,-0.094456,-0.100826,91348292.45,7.960700434,0.118544025,"$770,585,381.20",20.46266102,1736,3.239549721,11,129347668.6,640913508.7,5,39,2004
2633,0.822331677,0.1178,2015,1,26332015,5692015,0.93146236,0.95042096,2,70.39,33.23,1.85,0.018339586,#N/A,"¾187,292,383.82",19.0481815,0.029138,0.025226,11270890.37,7.051958225,0.048894685,"$230,513,610.50",19.25582047,433,2.636487896,19,1553241.2,187292383.8,5,34,1996
2668,0.023377081,0.6256,2015,3,26682015,5912015,0.85451439,0.75792118,4,31.8,32.59,2.28,0.687202051,#N/A,"¾3,507,380,581.79",21.97813532,0.061634,0.070763,166245582.3,8.220750113,0.035353125,"$4,702,429,602.00",22.27134515,7752,3.889413764,13,328718555.8,3507380582,5,38,2002
300331,0.080755496,0.0001,2015,4,3003312015,8902015,0.88490421,0.82588631,6,44.1,29.58,1.38,0.001673351,-0.93,"¾262,504,525.14",19.38577888,0.005021,0.00505,42007150.75,7.623323225,0.115038331,"$365,157,861.20",19.71584031,747,2.873320602,14,31981629.79,262504525.1,5,39,2001
2638,1.399030889,0.5187,2015,3,26382015,5732015,0.8401539,0.80061966,14,27.96,18.95,2.28,0.687202051,#N/A,"¾601,828,066.26",20.21548236,0.008402,0.008391,31952133.63,7.504499864,0.037605593,"$849,664,392.80",20.560352,1421,3.152594078,21,22299093.28,601828066.3,5,38,1994
600562,#N/A,#N/A,2015,2,6005622015,11912015,0.75226168,0.75901522,2,42.33,16.76,1.38,0.001673351,-0.93,"¾708,015,149.72",20.37797605,0.103503,0.117652,68515990.15,7.835791938,0.062750496,"$1,091,879,654.00",20.8111665,628,2.797959644,21,32314241.31,708015149.7,5,39,1994
300301,1.088739362,0.2035,2015,3,3003012015,8652015,0.89621935,#N/A,1,17.52,19.63,1.38,0.001673351,#N/A,"¾1,050,479,558.30",20.77251262,0.043256,0.055259,79509705.87,7.900420147,0.056050687,"$1,418,532,229.00",21.07288853,6314,3.800304578,10,257258321.1,1050479558,5,39,2005
300342,0.429244333,0.0576,2015,2,3003422015,9002015,0.76063108,0.73392752,6,76.7,34.71,2.28,0.687202051,#N/A,"¾328,320,064.10",19.6094995,0.119708,0.128598,22806860.4,7.358065504,0.042727618,"$533,773,271.40",20.09548172,1030,3.012837225,13,51312483.99,328320064.1,5,38,2002
300340,1.091323294,0.0003,2015,1,3003402015,8982015,0.97078191,0.94619726,2,17.89,51.8,1.38,0.001673351,#N/A,"¾380,386,040.08",19.75669719,-0.087796,-0.085179,15121529.06,7.179595708,0.038641551,"$391,328,211.50",19.78505718,323,2.509202522,15,21682973.49,380386040.1,5,39,2000
2692,1.385828362,0.0021,2015,4,26922015,6092015,0.90128248,#N/A,2,31.21,60.67,2.28,0.687202051,#N/A,"¾2,503,944,598.40",21.64113316,0.046204,0.049774,80010559.8,7.903147309,0.026208892,"$3,052,802,103.00",21.83932573,1394,3.144262774,14,108222318.3,2503944598,5,38,2001
300351,1.175135447,0.0096,2015,2,3003512015,9042015,0.70703103,0.72974864,1,31.59,0.13,1.38,0.001673351,-0.93,"¾281,006,665.19",19.45388895,0.08768,0.092347,32126075.49,7.506857676,0.062853234,"$511,128,439.50",20.05213147,1584,3.199755177,25,266485303.7,281006665.2,5,39,1990
300356,0.068854732,#N/A,2015,4,3003562015,9082015,0.8640041,0.83575907,2,35.01,35.42,2.28,0.687202051,#N/A,"¾501,430,736.35",20.03297604,0.022682,0.023718,44002117.97,7.643473581,0.06217854,"$707,673,703.50",20.37749367,1039,3.016615548,15,104208988.7,501430736.4,5,38,2000
300458,0.511606143,0.7834,2015,1,3004582015,9772015,0.7407204,0.69470288,20,49.64,97.16,1.38,0.001673351,-0.93,"¾757,290,400.13",20.44525736,0.071693,0.085822,245992244,8.390921414,0.20338922,"$1,209,465,496.00",20.91344436,718,2.856124444,8,129246254.6,757290400.1,5,39,2007
300479,0.035137272,#N/A,2015,3,3004792015,9892015,0.82507802,0.85543587,12,48.95,83.31,1.38,0.001673351,-0.93,"¾238,072,165.78",19.2880844,0.098801,0.128038,19791133.07,7.296470659,0.056676464,"$349,194,914.80",19.67114082,327,2.514547753,11,11961455.18,238072165.8,5,39,2004
300393,0.194966642,0.1145,2015,3,3003932015,9312015,0.83186731,0.83898022,8,49.8,47.55,1.38,0.001673351,-0.93,"¾497,016,224.70",20.02413323,0.067393,0.081183,23468038.37,7.37047679,0.03197127,"$734,035,215.20",20.41406756,465,2.667452953,7,344955836,497016224.7,5,39,2008
300420,1.308539244,#N/A,2015,1,3004202015,9512015,0.82295961,0.76479559,7,15.39,9.75,1.85,0.018339586,#N/A,"¾131,226,669.55",18.69243669,0.015325,0.024865,10546772.71,7.023119587,0.051021417,"$206,712,658.30",19.14684026,1195,3.077367905,14,20278974.79,131226669.6,5,34,2001
300433,0.916294393,0.9332,2015,3,3004332015,9592015,0.86772214,0.85905009,3,84.1,30.93,1.38,0.001673351,-0.93,"¾13,120,507,944.56",23.29744233,0.075258,0.078281,1144314480,9.058545394,0.066424156,"$17,227,384,659.00",23.56976609,69581,4.842490666,9,3344165400,13120507945,5,39,2006
300466,1.475222856,0.0167,2015,4,3004662015,9822015,0.76516771,0.70486132,3,33.86,24.9,3.54,0.586050438,#N/A,"¾140,998,659.68",18.76426094,0.053152,0.063566,10165802.21,7.007141656,0.043584436,"$233,243,864.00",19.26759509,627,2.797267541,19,15349286.65,140998659.7,5,40,1996
2733,0.156001568,0.59,2015,2,27332015,6262015,0.93619003,0.9397188,10,34.12,42.13,2.28,0.687202051,#N/A,"¾2,070,344,579.78",21.45098089,0.059419,0.06437,47872441.63,7.680085578,0.019800534,"$2,417,734,882.00",21.60609694,3826,3.582744966,21,102870651.5,2070344580,5,38,1994
300449,0.708056075,0.0336,2015,2,3004492015,9702015,0.75194657,0.78905942,3,51.08,41.65,1.38,0.001673351,-0.93,"¾310,289,196.75",19.55301531,0.052743,0.058689,32777756.18,7.51557922,0.06840221,"$479,191,478.70",19.98761082,679,2.831869774,11,1346983.45,310289196.8,5,39,2004
